x,y,z
-9.591836734693877986e+00,-9.183673469387755972e+00,-1.841732611411912330e+02
-9.183673469387755972e+00,-9.183673469387755972e+00,-1.686797167846730758e+02
-8.775510204081632182e+00,-9.183673469387755972e+00,-1.541857559350270606e+02
-8.367346938775510168e+00,-9.183673469387755972e+00,-1.406913785922532441e+02
-7.959183673469388154e+00,-9.183673469387755972e+00,-1.281965847563515126e+02
-7.551020408163265252e+00,-9.183673469387755972e+00,-1.167013744273219515e+02
-7.142857142857142350e+00,-9.183673469387755972e+00,-1.062057476051645040e+02
-6.734693877551020336e+00,-9.183673469387755972e+00,-9.670970428987919831e+01
-6.326530612244898322e+00,-9.183673469387755972e+00,-8.821324448146609143e+01
-5.918367346938775420e+00,-9.183673469387755972e+00,-8.071636817992502699e+01
-5.510204081632652517e+00,-9.183673469387755972e+00,-7.421907538525611869e+01
-5.102040816326530503e+00,-9.183673469387755972e+00,-6.872136609745938074e+01
-4.693877551020408490e+00,-9.183673469387755972e+00,-6.422324031653478471e+01
-4.285714285714285587e+00,-9.183673469387755972e+00,-6.072469804248231640e+01
-3.877551020408162685e+00,-9.183673469387755972e+00,-5.822573927530194737e+01
-3.469387755102040671e+00,-9.183673469387755972e+00,-5.672636401499374870e+01
-3.061224489795918657e+00,-9.183673469387755972e+00,-5.622657226155769195e+01
-2.653061224489795755e+00,-9.183673469387755972e+00,-5.672636401499375580e+01
-2.244897959183672853e+00,-9.183673469387755972e+00,-5.822573927530196869e+01
-1.836734693877550839e+00,-9.183673469387755972e+00,-6.072469804248230218e+01
-1.428571428571428825e+00,-9.183673469387755972e+00,-6.422324031653478471e+01
-1.020408163265305035e+00,-9.183673469387755972e+00,-6.872136609745942337e+01
-6.122448979591830209e-01,-9.183673469387755972e+00,-7.421907538525616133e+01
-2.040816326530610070e-01,-9.183673469387755972e+00,-8.071636817992504120e+01
2.040816326530610070e-01,-9.183673469387755972e+00,-8.821324448146606301e+01
6.122448979591830209e-01,-9.183673469387755972e+00,-9.670970428987922674e+01
1.020408163265306811e+00,-9.183673469387755972e+00,-1.062057476051645324e+02
1.428571428571428825e+00,-9.183673469387755972e+00,-1.167013744273219658e+02
1.836734693877550839e+00,-9.183673469387755972e+00,-1.281965847563515126e+02
2.244897959183674629e+00,-9.183673469387755972e+00,-1.406913785922532725e+02
2.653061224489796643e+00,-9.183673469387755972e+00,-1.541857559350271174e+02
3.061224489795918657e+00,-9.183673469387755972e+00,-1.686797167846730758e+02
3.469387755102040671e+00,-9.183673469387755972e+00,-1.841732611411911762e+02
3.877551020408162685e+00,-9.183673469387755972e+00,-2.006663890045814185e+02
4.285714285714286476e+00,-9.183673469387755972e+00,-2.181591003748438595e+02
4.693877551020408490e+00,-9.183673469387755972e+00,-2.366513952519783857e+02
5.102040816326530503e+00,-9.183673469387755972e+00,-2.561432736359849969e+02
5.510204081632654294e+00,-9.183673469387755972e+00,-2.766347355268638921e+02
5.918367346938776308e+00,-9.183673469387755972e+00,-2.981257809246148440e+02
6.326530612244898322e+00,-9.183673469387755972e+00,-3.206164098292379094e+02
6.734693877551020336e+00,-9.183673469387755972e+00,-3.441066222407330315e+02
7.142857142857142350e+00,-9.183673469387755972e+00,-3.685964181591003808e+02
7.551020408163264364e+00,-9.183673469387755972e+00,-3.940857975843398435e+02
7.959183673469389930e+00,-9.183673469387755972e+00,-4.205747605164516472e+02
8.367346938775511944e+00,-9.183673469387755972e+00,-4.480633069554354506e+02
8.775510204081633958e+00,-9.183673469387755972e+00,-4.765514369012912539e+02
9.183673469387755972e+00,-9.183673469387755972e+00,-5.060391503540192275e+02
9.591836734693877986e+00,-9.183673469387755972e+00,-5.365264473136194283e+02
1.000000000000000000e+01,-9.183673469387755972e+00,-5.680133277800916858e+02
-1.000000000000000000e+01,-8.775510204081632182e+00,-2.014993752603081703e+02
-9.591836734693877986e+00,-8.775510204081632182e+00,-1.846730528946272898e+02
-9.183673469387755972e+00,-8.775510204081632182e+00,-1.688463140358184376e+02
-8.775510204081632182e+00,-8.775510204081632182e+00,-1.540191586838816988e+02
-8.367346938775510168e+00,-8.775510204081632182e+00,-1.401915868388171589e+02
-7.959183673469388154e+00,-8.775510204081632182e+00,-1.273635985006247324e+02
-7.551020408163265252e+00,-8.775510204081632182e+00,-1.155351936693044479e+02
-7.142857142857142350e+00,-8.775510204081632182e+00,-1.047063723448563053e+02
-6.734693877551020336e+00,-8.775510204081632182e+00,-9.487713452728027619e+01
-6.326530612244898322e+00,-8.775510204081632182e+00,-8.604748021657646007e+01
-5.918367346938775420e+00,-8.775510204081632182e+00,-7.821740941274467218e+01
-5.510204081632652517e+00,-8.775510204081632182e+00,-7.138692211578506885e+01
-5.102040816326530503e+00,-8.775510204081632182e+00,-6.555601832569760745e+01
-4.693877551020408490e+00,-8.775510204081632182e+00,-6.072469804248230218e+01
-4.285714285714285587e+00,-8.775510204081632182e+00,-5.689296126613911042e+01
-3.877551020408162685e+00,-8.775510204081632182e+00,-5.406080799666804637e+01
-3.469387755102040671e+00,-8.775510204081632182e+00,-5.222823823406912425e+01
-3.061224489795918657e+00,-8.775510204081632182e+00,-5.139525197834235115e+01
-2.653061224489795755e+00,-8.775510204081632182e+00,-5.156184922948770577e+01
-2.244897959183672853e+00,-8.775510204081632182e+00,-5.272802998750520231e+01
-1.836734693877550839e+00,-8.775510204081632182e+00,-5.489379425239482657e+01
-1.428571428571428825e+00,-8.775510204081632182e+00,-5.805914202415658565e+01
-1.020408163265305035e+00,-8.775510204081632182e+00,-6.222407330279051507e+01
-6.122448979591830209e-01,-8.775510204081632182e+00,-6.738858808829654379e+01
-2.040816326530610070e-01,-8.775510204081632182e+00,-7.355268638067471443e+01
2.040816326530610070e-01,-8.775510204081632182e+00,-8.071636817992501278e+01
6.122448979591830209e-01,-8.775510204081632182e+00,-8.887963348604746727e+01
1.020408163265306811e+00,-8.775510204081632182e+00,-9.804248229904206369e+01
1.428571428571428825e+00,-8.775510204081632182e+00,-1.082049146189087878e+02
1.836734693877550839e+00,-8.775510204081632182e+00,-1.193669304456476254e+02
2.244897959183674629e+00,-8.775510204081632182e+00,-1.315285297792586618e+02
2.653061224489796643e+00,-8.775510204081632182e+00,-1.446897126197417833e+02
3.061224489795918657e+00,-8.775510204081632182e+00,-1.588504789670970467e+02
3.469387755102040671e+00,-8.775510204081632182e+00,-1.740108288213244236e+02
3.877551020408162685e+00,-8.775510204081632182e+00,-1.901707621824239425e+02
4.285714285714286476e+00,-8.775510204081632182e+00,-2.073302790503956885e+02
4.693877551020408490e+00,-8.775510204081632182e+00,-2.254893794252394628e+02
5.102040816326530503e+00,-8.775510204081632182e+00,-2.446480633069554074e+02
5.510204081632654294e+00,-8.775510204081632182e+00,-2.648063306955435792e+02
5.918367346938776308e+00,-8.775510204081632182e+00,-2.859641815910038076e+02
6.326530612244898322e+00,-8.775510204081632182e+00,-3.081216159933361496e+02
6.734693877551020336e+00,-8.775510204081632182e+00,-3.312786339025406050e+02
7.142857142857142350e+00,-8.775510204081632182e+00,-3.554352353186171740e+02
7.551020408163264364e+00,-8.775510204081632182e+00,-3.805914202415659702e+02
7.959183673469389930e+00,-8.775510204081632182e+00,-4.067471886713871072e+02
8.367346938775511944e+00,-8.775510204081632182e+00,-4.339025406080801304e+02
8.775510204081633958e+00,-8.775510204081632182e+00,-4.620574760516452670e+02
9.183673469387755972e+00,-8.775510204081632182e+00,-4.912119950020825172e+02
9.591836734693877986e+00,-8.775510204081632182e+00,-5.213660974593919946e+02
1.000000000000000000e+01,-8.775510204081632182e+00,-5.525197834235734717e+02
-1.000000000000000000e+01,-8.367346938775510168e+00,-2.026655560183257023e+02
-9.591836734693877986e+00,-8.367346938775510168e+00,-1.855060391503540700e+02
-9.183673469387755972e+00,-8.367346938775510168e+00,-1.693461057892544943e+02
-8.775510204081632182e+00,-8.367346938775510168e+00,-1.541857559350270321e+02
-8.367346938775510168e+00,-8.367346938775510168e+00,-1.400249895876717972e+02
-7.959183673469388154e+00,-8.367346938775510168e+00,-1.268638067471886473e+02
-7.551020408163265252e+00,-8.367346938775510168e+00,-1.147022074135776535e+02
-7.142857142857142350e+00,-8.367346938775510168e+00,-1.035401915868388301e+02
-6.734693877551020336e+00,-8.367346938775510168e+00,-9.337775926697209172e+01
-6.326530612244898322e+00,-8.367346938775510168e+00,-8.421491045397752373e+01
-5.918367346938775420e+00,-8.367346938775510168e+00,-7.605164514785502661e+01
-5.510204081632652517e+00,-8.367346938775510168e+00,-6.888796334860474246e+01
-5.102040816326530503e+00,-8.367346938775510168e+00,-6.272386505622654340e+01
-4.693877551020408490e+00,-8.367346938775510168e+00,-5.755935027072054311e+01
-4.285714285714285587e+00,-8.367346938775510168e+00,-5.339441899208662790e+01
-3.877551020408162685e+00,-8.367346938775510168e+00,-5.022907122032486882e+01
-3.469387755102040671e+00,-8.367346938775510168e+00,-4.806330695543523746e+01
-3.061224489795918657e+00,-8.367346938775510168e+00,-4.689712619741774091e+01
-2.653061224489795755e+00,-8.367346938775510168e+00,-4.673052894627237919e+01
-2.244897959183672853e+00,-8.367346938775510168e+00,-4.756351520199916649e+01
-1.836734693877550839e+00,-8.367346938775510168e+00,-4.939608496459807441e+01
-1.428571428571428825e+00,-8.367346938775510168e+00,-5.222823823406913135e+01
-1.020408163265305035e+00,-8.367346938775510168e+00,-5.605997501041234443e+01
-6.122448979591830209e-01,-8.367346938775510168e+00,-6.089129529362766391e+01
-2.040816326530610070e-01,-8.367346938775510168e+00,-6.672219908371511110e+01
2.040816326530610070e-01,-8.367346938775510168e+00,-7.355268638067471443e+01
6.122448979591830209e-01,-8.367346938775510168e+00,-8.138275718450644547e+01
1.020408163265306811e+00,-8.367346938775510168e+00,-9.021241149521033265e+01
1.428571428571428825e+00,-8.367346938775510168e+00,-1.000416493127863475e+02
1.836734693877550839e+00,-8.367346938775510168e+00,-1.108704706372344759e+02
2.244897959183674629e+00,-8.367346938775510168e+00,-1.226988754685548031e+02
2.653061224489796643e+00,-8.367346938775510168e+00,-1.355268638067472011e+02
3.061224489795918657e+00,-8.367346938775510168e+00,-1.493544356518117411e+02
3.469387755102040671e+00,-8.367346938775510168e+00,-1.641815910037484514e+02
3.877551020408162685e+00,-8.367346938775510168e+00,-1.800083298625572468e+02
4.285714285714286476e+00,-8.367346938775510168e+00,-1.968346522282382693e+02
4.693877551020408490e+00,-8.367346938775510168e+00,-2.146605581007913770e+02
5.102040816326530503e+00,-8.367346938775510168e+00,-2.334860474802165413e+02
5.510204081632654294e+00,-8.367346938775510168e+00,-2.533111203665139897e+02
5.918367346938776308e+00,-8.367346938775510168e+00,-2.741357767596834947e+02
6.326530612244898322e+00,-8.367346938775510168e+00,-2.959600166597251700e+02
6.734693877551020336e+00,-8.367346938775510168e+00,-3.187838400666389020e+02
7.142857142857142350e+00,-8.367346938775510168e+00,-3.426072469804248044e+02
7.551020408163264364e+00,-8.367346938775510168e+00,-3.674302374010828771e+02
7.959183673469389930e+00,-8.367346938775510168e+00,-3.932528113286132339e+02
8.367346938775511944e+00,-8.367346938775510168e+00,-4.200749687630155336e+02
8.775510204081633958e+00,-8.367346938775510168e+00,-4.478967097042899468e+02
9.183673469387755972e+00,-8.367346938775510168e+00,-4.767180341524365303e+02
9.591836734693877986e+00,-8.367346938775510168e+00,-5.065389421074552843e+02
1.000000000000000000e+01,-8.367346938775510168e+00,-5.373594335693461517e+02
-1.000000000000000000e+01,-7.959183673469388154e+00,-2.041649312786339010e+02
-9.591836734693877986e+00,-7.959183673469388154e+00,-1.866722199083715452e+02
-9.183673469387755972e+00,-7.959183673469388154e+00,-1.701790920449812461e+02
-8.775510204081632182e+00,-7.959183673469388154e+00,-1.546855476884630889e+02
-8.367346938775510168e+00,-7.959183673469388154e+00,-1.401915868388171305e+02
-7.959183673469388154e+00,-7.959183673469388154e+00,-1.266972094960433282e+02
-7.551020408163265252e+00,-7.959183673469388154e+00,-1.142024156601416109e+02
-7.142857142857142350e+00,-7.959183673469388154e+00,-1.027072053311120357e+02
-6.734693877551020336e+00,-7.959183673469388154e+00,-9.221157850895458807e+01
-6.326530612244898322e+00,-7.959183673469388154e+00,-8.271553519366931084e+01
-5.918367346938775420e+00,-7.959183673469388154e+00,-7.421907538525614711e+01
-5.510204081632652517e+00,-7.959183673469388154e+00,-6.672219908371511110e+01
-5.102040816326530503e+00,-7.959183673469388154e+00,-6.022490628904623122e+01
-4.693877551020408490e+00,-7.959183673469388154e+00,-5.472719700124949327e+01
-4.285714285714285587e+00,-7.959183673469388154e+00,-5.022907122032485461e+01
-3.877551020408162685e+00,-7.959183673469388154e+00,-4.673052894627238629e+01
-3.469387755102040671e+00,-7.959183673469388154e+00,-4.423157017909204569e+01
-3.061224489795918657e+00,-7.959183673469388154e+00,-4.273219491878384702e+01
-2.653061224489795755e+00,-7.959183673469388154e+00,-4.223240316534778316e+01
-2.244897959183672853e+00,-7.959183673469388154e+00,-4.273219491878385412e+01
-1.836734693877550839e+00,-7.959183673469388154e+00,-4.423157017909205280e+01
-1.428571428571428825e+00,-7.959183673469388154e+00,-4.673052894627240050e+01
-1.020408163265305035e+00,-7.959183673469388154e+00,-5.022907122032488303e+01
-6.122448979591830209e-01,-7.959183673469388154e+00,-5.472719700124949327e+01
-2.040816326530610070e-01,-7.959183673469388154e+00,-6.022490628904623833e+01
2.040816326530610070e-01,-7.959183673469388154e+00,-6.672219908371512531e+01
6.122448979591830209e-01,-7.959183673469388154e+00,-7.421907538525613290e+01
1.020408163265306811e+00,-7.959183673469388154e+00,-8.271553519366932505e+01
1.428571428571428825e+00,-7.959183673469388154e+00,-9.221157850895461650e+01
1.836734693877550839e+00,-7.959183673469388154e+00,-1.027072053311120499e+02
2.244897959183674629e+00,-7.959183673469388154e+00,-1.142024156601416394e+02
2.653061224489796643e+00,-7.959183673469388154e+00,-1.266972094960433424e+02
3.061224489795918657e+00,-7.959183673469388154e+00,-1.401915868388171873e+02
3.469387755102040671e+00,-7.959183673469388154e+00,-1.546855476884631457e+02
3.877551020408162685e+00,-7.959183673469388154e+00,-1.701790920449812461e+02
4.285714285714286476e+00,-7.959183673469388154e+00,-1.866722199083715452e+02
4.693877551020408490e+00,-7.959183673469388154e+00,-2.041649312786339294e+02
5.102040816326530503e+00,-7.959183673469388154e+00,-2.226572261557684271e+02
5.510204081632654294e+00,-7.959183673469388154e+00,-2.421491045397751520e+02
5.918367346938776308e+00,-7.959183673469388154e+00,-2.626405664306539620e+02
6.326530612244898322e+00,-7.959183673469388154e+00,-2.841316118284048571e+02
6.734693877551020336e+00,-7.959183673469388154e+00,-3.066222407330279225e+02
7.142857142857142350e+00,-7.959183673469388154e+00,-3.301124531445231014e+02
7.551020408163264364e+00,-7.959183673469388154e+00,-3.546022490628904507e+02
7.959183673469389930e+00,-7.959183673469388154e+00,-3.800916284881300840e+02
8.367346938775511944e+00,-7.959183673469388154e+00,-4.065805914202417171e+02
8.775510204081633958e+00,-7.959183673469388154e+00,-4.340691378592254068e+02
9.183673469387755972e+00,-7.959183673469388154e+00,-4.625572678050812669e+02
9.591836734693877986e+00,-7.959183673469388154e+00,-4.920449812578093542e+02
1.000000000000000000e+01,-7.959183673469388154e+00,-5.225322782174093845e+02
-1.000000000000000000e+01,-7.551020408163265252e+00,-2.059975010412327947e+02
-9.591836734693877986e+00,-7.551020408163265252e+00,-1.881715951686797723e+02
-9.183673469387755972e+00,-7.551020408163265252e+00,-1.713452728029987782e+02
-8.775510204081632182e+00,-7.551020408163265252e+00,-1.555185339441898975e+02
-8.367346938775510168e+00,-7.551020408163265252e+00,-1.406913785922532156e+02
-7.959183673469388154e+00,-7.551020408163265252e+00,-1.268638067471886757e+02
-7.551020408163265252e+00,-7.551020408163265252e+00,-1.140358184089962492e+02
-7.142857142857142350e+00,-7.551020408163265252e+00,-1.022074135776759647e+02
-6.734693877551020336e+00,-7.551020408163265252e+00,-9.137859225322780787e+01
-6.326530612244898322e+00,-7.551020408163265252e+00,-8.154935443565184983e+01
-5.918367346938775420e+00,-7.551020408163265252e+00,-7.271970012494792002e+01
-5.510204081632652517e+00,-7.551020408163265252e+00,-6.488962932111617476e+01
-5.102040816326530503e+00,-7.551020408163265252e+00,-5.805914202415658565e+01
-4.693877551020408490e+00,-7.551020408163265252e+00,-5.222823823406913846e+01
-4.285714285714285587e+00,-7.551020408163265252e+00,-4.739691795085380477e+01
-3.877551020408162685e+00,-7.551020408163265252e+00,-4.356518117451060590e+01
-3.469387755102040671e+00,-7.551020408163265252e+00,-4.073302790503955606e+01
-3.061224489795918657e+00,-7.551020408163265252e+00,-3.890045814244064815e+01
-2.653061224489795755e+00,-7.551020408163265252e+00,-3.806747188671386795e+01
-2.244897959183672853e+00,-7.551020408163265252e+00,-3.823406913785922256e+01
-1.836734693877550839e+00,-7.551020408163265252e+00,-3.940024989587671200e+01
-1.428571428571428825e+00,-7.551020408163265252e+00,-4.156601416076634337e+01
-1.020408163265305035e+00,-7.551020408163265252e+00,-4.473136193252811665e+01
-6.122448979591830209e-01,-7.551020408163265252e+00,-4.889629321116201766e+01
-2.040816326530610070e-01,-7.551020408163265252e+00,-5.406080799666805348e+01
2.040816326530610070e-01,-7.551020408163265252e+00,-6.022490628904622412e+01
6.122448979591830209e-01,-7.551020408163265252e+00,-6.738858808829652958e+01
1.020408163265306811e+00,-7.551020408163265252e+00,-7.555185339441901249e+01
1.428571428571428825e+00,-7.551020408163265252e+00,-8.471470220741358048e+01
1.836734693877550839e+00,-7.551020408163265252e+00,-9.487713452728029040e+01
2.244897959183674629e+00,-7.551020408163265252e+00,-1.060391503540191991e+02
2.653061224489796643e+00,-7.551020408163265252e+00,-1.182007496876301786e+02
3.061224489795918657e+00,-7.551020408163265252e+00,-1.313619325281133001e+02
3.469387755102040671e+00,-7.551020408163265252e+00,-1.455226988754685351e+02
3.877551020408162685e+00,-7.551020408163265252e+00,-1.606830487296959404e+02
4.285714285714286476e+00,-7.551020408163265252e+00,-1.768429820907955445e+02
4.693877551020408490e+00,-7.551020408163265252e+00,-1.940024989587672053e+02
5.102040816326530503e+00,-7.551020408163265252e+00,-2.121615993336109796e+02
5.510204081632654294e+00,-7.551020408163265252e+00,-2.313202832153269810e+02
5.918367346938776308e+00,-7.551020408163265252e+00,-2.514785506039150960e+02
6.326530612244898322e+00,-7.551020408163265252e+00,-2.726364014993753244e+02
6.734693877551020336e+00,-7.551020408163265252e+00,-2.947938359017076095e+02
7.142857142857142350e+00,-7.551020408163265252e+00,-3.179508538109121218e+02
7.551020408163264364e+00,-7.551020408163265252e+00,-3.421074552269886908e+02
7.959183673469389930e+00,-7.551020408163265252e+00,-3.672636401499376575e+02
8.367346938775511944e+00,-7.551020408163265252e+00,-3.934194085797585672e+02
8.775510204081633958e+00,-7.551020408163265252e+00,-4.205747605164515903e+02
9.183673469387755972e+00,-7.551020408163265252e+00,-4.487296959600166701e+02
9.591836734693877986e+00,-7.551020408163265252e+00,-4.778842149104540340e+02
1.000000000000000000e+01,-7.551020408163265252e+00,-5.080383173677633977e+02
-1.000000000000000000e+01,-7.142857142857142350e+00,-2.081632653061224687e+02
-9.591836734693877986e+00,-7.142857142857142350e+00,-1.900041649312786660e+02
-9.183673469387755972e+00,-7.142857142857142350e+00,-1.728446480633070053e+02
-8.775510204081632182e+00,-7.142857142857142350e+00,-1.566847147022074296e+02
-8.367346938775510168e+00,-7.142857142857142350e+00,-1.415243648479799958e+02
-7.959183673469388154e+00,-7.142857142857142350e+00,-1.273635985006247466e+02
-7.551020408163265252e+00,-7.142857142857142350e+00,-1.142024156601416109e+02
-7.142857142857142350e+00,-7.142857142857142350e+00,-1.020408163265306030e+02
-6.734693877551020336e+00,-7.142857142857142350e+00,-9.087880049979173691e+01
-6.326530612244898322e+00,-7.142857142857142350e+00,-8.071636817992504120e+01
-5.918367346938775420e+00,-7.142857142857142350e+00,-7.155351936693043058e+01
-5.510204081632652517e+00,-7.142857142857142350e+00,-6.339025406080800451e+01
-5.102040816326530503e+00,-7.142857142857142350e+00,-5.622657226155767773e+01
